2021-12-28,346.630005,352.709991,345.200012,346.220001,345.510010,16637600
2021-12-29,346.910004,349.690002,341.640015,342.940002,342.236755,10747000
2021-12-30,344.000000,347.230011,343.220001,344.359985,343.653778,10593300
